algorithm,sceneId,runFile,bestFit,feasible,meanZ,maxZ,minZ,stdZ,pathLen,detourRatio,turnPenalty,lowAltFrac,highAltFrac,costNorm,meanZNorm,maxZNorm,stdZNorm,detourNorm,turnNorm,lowFracNorm,highFracNorm,repScore,inCostGate,manualSelected,isSelected
AE,1,scene1_AE_run001.mat,289.654917949636,1,12.322001435804,18,11.2369617847646,1.19002080221169,134.949869634183,1.05909019657747,0.0100237097392021,1,0,0.419080333013164,0.494283261047262,0,0.109419806723385,0.494724295475471,0.820716232065407,1,0,2.11608438600923,0,0,0
AE,1,scene1_AE_run002.mat,292.011877181693,1,13.1768851248691,18,11.7825909011754,1.34036898413851,134.187283301494,1.05310539858408,0.00715031776321069,1,0,0.582858549331192,0.748951191049099,0,0.189943373285376,0.206181647067247,0.30370590757876,1,0,2.02722492525913,0,0,0
AE,1,scene1_AE_run003.mat,292.112086939472,1,12.4168462065986,18,11.0010047970428,1.86501281605359,134.760962115227,1.05760764530174,0.00813599951586144,1,0,0.589821832854939,0.522537305145556,0,0.47093242136788,0.423246649618057,0.481059936209923,1,0,2.12077444911701,0,0,0
AE,1,scene1_AE_run004.mat,288.426318893318,1,11.2966209639944,18,9.72665429594714,1.94674317975892,134.891806339929,1.05863451428676,0.00775040897769156,1,0,0.333708571263126,0.188824722581497,0,0.514705617010279,0.472754669242649,0.41168050906462,1,0,1.77846564640325,0,0,0
AE,1,scene1_AE_run005.mat,294.822038787005,1,13.1842840677828,18,12,1.24365578497028,135.137740372542,1.06056461117127,0.00715069731073296,1,0,0.778128475524132,0.751155319517272,0,0.138145661927369,0.565809650773382,0.303774199684147,1,0,2.29185928312847,0,0,0
AE,1,scene1_AE_run006.mat,288.843050253681,1,12.4173914023591,18,11.2584064923747,1.4478688858801,134.94234800673,1.05903116664347,0.00854456297631601,1,0,0.362666016922636,0.522699717737532,0,0.247518233069912,0.49187830910953,0.554572888507399,1,0,2.04133297875288,0,0,0
AE,1,scene1_AE_run007.mat,293.127727822296,1,13.4807673166238,18,12,1.21736239201128,134.759139823721,1.05759334390912,0.00859842123863415,1,0,0.660395752821892,0.839477013132824,0,0.124063431261587,0.422557142351867,0.5642636226328,1,0,2.33289379614042,0,0,0
AE,1,scene1_AE_run008.mat,290.015292033415,1,12.3014046128776,18,10.594743608218,1.73671844130133,135.644420565727,1.0645410509178,0.00925493463456253,1,0,0.444121676047807,0.488147513779701,0,0.40222044565592,0.757524134197415,0.682390285021649,1,0,2.28390880498512,0,0,0
AE,1,scene1_AE_run009.mat,291.807158296886,1,12.8226505442342,18,11.6943099203212,1.46845789067407,135.370652710943,1.06239251345032,0.00820226287732616,1,0,0.568633231665875,0.643425505462538,0,0.258545304210549,0.653937565067554,0.492982723737243,1,0,2.28151749809794,0,0,0
AE,1,scene1_AE_run010.mat,290.922610861546,1,11.691906238742,18,10.4272687608919,1.71566669785307,135.547940058187,1.06378386930678,0.00805659757011626,1,0,0.507168612660866,0.306579317701062,0,0.390945540678171,0.721018443009181,0.466773119069209,1,0,2.06380770979242,0,0,0
AE,1,scene1_AE_run011.mat,294.714740868395,1,11.8835587171552,18,10.7049198520125,1.72783173289051,133.642367993576,1.04882888863157,0.00546240926976914,1,0,0.770672656396834,0.363672160366687,0,0.397460897206017,0,0,1,0,1.63038840713525,0,0,0
AE,1,scene1_AE_run012.mat,292.297466106893,1,11.9221176673139,18,10.7669544691037,1.63981234998023,134.744323219442,1.05747706280132,0.00575636256773759,1,0,0.602703290017965,0.375158784974897,0,0.350319425006699,0.416950928267201,0.0528911096141527,1,0,1.81050971538266,0,0,0
AE,1,scene1_AE_run013.mat,298.015028365842,1,14.0196199440111,18,12,0.985719506205637,134.513281924594,1.05566384452226,0.00684725384218558,1,0,1,1,0,0,0.329530967733729,0.249175520684598,1,0,2.38091224052739,0,0,0
AE,1,scene1_AE_run014.mat,295.543961176111,1,12.2314250774456,18,10.9856466712315,1.51251759908374,135.928754324509,1.06677250988325,0.00862398304622567,1,0,0.828292754820809,0.467300767422366,0,0.282142828419749,0.865108564017017,0.568862966734746,1,0,2.40568328150329,0,0,0
AE,1,scene1_AE_run015.mat,290.919283407759,1,11.8224078550901,18,10.8563018322248,1.39198923752565,135.801686296453,1.0657752765908,0.00819568844666282,1,0,0.506937397611094,0.345455455966848,0,0.217590178562934,0.817029358068283,0.491799784354461,1,0,2.11235015633965,0,0,0
AE,1,scene1_AE_run016.mat,295.306942601587,1,13.0110063353854,18,12,1.09633548006958,134.795741378241,1.05788059389074,0.00701035310104143,1,0,0.811823026010101,0.699536272400659,0,0.05924376750088,0.436406209695971,0.278522021770827,1,0,2.16562458062087,0,0,0
AE,1,scene1_AE_run017.mat,293.614372899489,1,13.3971581455756,18,12,1.12084277440425,136.285257482863,1.06957035623231,0.0110201164177733,1,0,0.694211298563453,0.814570028951984,0,0.0723693984285123,1,1,1,0,2.8067043907465,0,0,0
AE,1,scene1_AE_run018.mat,294.523433959513,1,12.3852110700474,18,11.6350628353448,1.29899923432953,134.439620980124,1.05508575145429,0.00608482683311687,1,0,0.757379297784672,0.51311326905285,0,0.167786538665199,0.301659600138315,0.111991788479041,1,0,1.8904428010375,0,0,0
AE,1,scene1_AE_run019.mat,289.769552605837,1,12.6547553860111,18,11.8767461542815,1.07614106818661,134.991426124328,1.05941633302678,0.00910963760151175,1,0,0.427045960617386,0.593409915097554,0,0.0484280326606014,0.510448180380211,0.656246944039215,1,0,2.12122810556007,0,0,0
AE,1,scene1_AE_run020.mat,292.525395213021,1,12.6240661119503,18,11.6646271155267,1.33214689240321,134.762891951998,1.05762279071248,0.00935111089768294,1,0,0.618541418204896,0.584267649315305,0,0.185539780620392,0.42397684918878,0.699695310378184,1,0,2.19506764062864,0,0,0
AE,1,scene1_AE_run021.mat,285.183533450997,1,10.6627634719026,18.0076390446549,8.39892907075582,2.85285217737307,135.140094548323,1.06058308680594,0.00990181567914411,1,0,0.108376877603801,0,1,1,0.566700409085583,0.798783795394696,1,0,2.42454949419647,1,0,0
AE,1,scene1_AE_run022.mat,285.587730929021,1,10.7426198965111,18,8.54494667650143,2.21110413288135,134.945963017998,1.05905953734887,0.00838587810762469,1,0,0.136463380369994,0.0237890494491101,0,0.656292209760078,0.493246134469999,0.52602067003574,1,0,1.66819383364765,1,0,0
AE,1,scene1_AE_run023.mat,297.402355000433,1,13.354365237721,18,12,1.57154479442772,134.631818285365,1.05659412106103,0.00618051927293847,1,0,0.957427116427179,0.801822117860099,0,0.313756647970708,0.374382014760864,0.129209759356828,1,0,2.27037060881983,0,0,0
AE,1,scene1_AE_run024.mat,292.728965141686,1,12.7182856435981,18,11.5336462478271,1.67684393393049,134.877047387031,1.05851868562855,0.0075972778355466,1,0,0.632686898262096,0.612335436076712,0,0.370152822237706,0.467170268927141,0.384127574362051,1,0,2.16545921957655,0,0,0
AE,1,scene1_AE_run025.mat,283.623863990965,1,10.9369357882331,18,8.6062833304436,2.51842624815679,134.818973131472,1.05806291731323,0.00676973169024006,1,0,0,0.0816753169545998,0,0.820887966677171,0.445196495224463,0.23522693543513,1,0,1.55542732593275,1,0,1
AE,1,scene1_AE_run026.mat,287.57556399997,1,11.9541567452949,18,10.579338177195,1.66628784075585,135.344588797927,1.06218796316188,0.0084986897910353,1,0,0.274592097349934,0.384703154311868,0,0.364499183726821,0.644075664628131,0.546318911811778,1,0,2.01225818087576,0,0,0
AE,1,scene1_AE_run027.mat,291.836182945621,1,12.1044698225587,18,10.7218903830374,1.75866435005328,135.854748739167,1.06619171206448,0.00747217889548316,1,0,0.570650069774256,0.429481082266992,0,0.413974248206132,0.83710679336348,0.361618482621159,1,0,2.20892053105986,0,0,0
